PremiumTable	IssueAge	MaxPolicyYear	Sex	RiskClass	PremiumBand	PremiumPer1000
WL19  	31	999	F	S	1	22.4
WL19  	31	999	F	T	1	20.16
WL19  	31	999	F	U	1	17.92
WL19  	31	999	F	1	1	18.27
WL19  	31	999	F	2	1	19.68
WL19  	31	999	F	3	1	21.09
WL19  	31	999	F	4	1	22.51
WL19  	31	999	F	5	1	25.2
WL19  	31	999	F	6	1	29.45
WL19  	31	999	F	7	1	33.69
WL19  	31	999	F	8	1	37.94
WL19  	31	999	M	N	1	18.3
WL19  	31	999	M	P	1	16.47
WL19  	31	999	M	R	1	14.64
WL19  	31	999	M	S	1	24.6
WL19  	31	999	M	T	1	22.14
WL19  	31	999	M	U	1	19.68
WL19  	31	999	M	1	1	20.05
WL19  	31	999	M	2	1	21.85
WL19  	31	999	M	3	1	23.65
WL19  	31	999	M	4	1	25.45
WL19  	31	999	M	5	1	28.05
WL19  	31	999	M	6	1	34.11
WL19  	31	999	M	7	1	40.18
WL19  	31	999	M	8	1	46.24
WL19  	31	999	F	N	2	13.27
WL19  	31	999	F	P	2	11.95
WL19  	31	999	F	R	2	10.62
WL19  	31	999	F	S	2	18.39
WL19  	31	999	F	T	2	16.55
WL19  	31	999	F	U	2	14.71
WL19  	31	999	F	1	2	14.72
WL19  	31	999	F	2	2	16.13
WL19  	31	999	F	3	2	17.54
WL19  	31	999	F	4	2	18.96
WL19  	31	999	F	5	2	21.19
WL19  	31	999	F	6	2	25.44
WL19  	31	999	F	7	2	29.68
WL19  	31	999	F	8	2	33.93
WL19  	31	999	M	N	2	14.75
WL19  	31	999	M	P	2	13.28
WL19  	31	999	M	R	2	11.8
WL19  	31	999	M	S	2	20.56
WL19  	31	999	M	T	2	18.51
WL19  	31	999	M	U	2	16.45
WL19  	31	999	M	1	2	16.5
WL19  	31	999	M	2	2	18.3
WL19  	31	999	M	3	2	20.1
WL19  	31	999	M	4	2	21.9
WL19  	31	999	M	5	2	24.01
WL19  	31	999	M	6	2	30.07
WL19  	31	999	M	7	2	36.14
WL19  	31	999	M	8	2	42.2
WL19  	32	999	F	N	1	17.18
WL19  	32	999	F	P	1	15.47
WL19  	32	999	F	R	1	13.75
WL19  	32	999	F	S	1	22.97
WL19  	32	999	F	T	1	20.67
WL19  	32	999	F	U	1	18.38
WL19  	32	999	F	1	1	18.67
WL19  	32	999	F	2	1	20.14
WL19  	32	999	F	3	1	21.6
WL19  	32	999	F	4	1	23.07
WL19  	32	999	F	5	1	25.88
WL19  	32	999	F	6	1	30.34
WL19  	32	999	F	7	1	34.8
WL19  	32	999	F	8	1	39.26
WL19  	32	999	M	N	1	18.7
WL19  	32	999	M	P	1	16.83
WL19  	32	999	M	R	1	14.96
WL19  	32	999	M	S	1	25.23
WL19  	32	999	M	T	1	22.7
WL19  	32	999	M	U	1	20.18
WL19  	32	999	M	1	1	20.5
WL19  	32	999	M	2	1	22.35
WL19  	32	999	M	3	1	24.2
WL19  	32	999	M	4	1	26.06
WL19  	32	999	M	5	1	28.81
WL19  	32	999	M	6	1	35.11
WL19  	32	999	M	7	1	41.41
WL19  	32	999	M	8	1	47.71
WL19  	32	999	F	N	2	13.65
WL19  	32	999	F	P	2	12.28
WL19  	32	999	F	R	2	10.92
WL19  	32	999	F	S	2	18.96
WL19  	32	999	F	T	2	17.06
WL19  	32	999	F	U	2	15.17
WL19  	32	999	F	1	2	15.14
WL19  	32	999	F	2	2	16.61
WL19  	32	999	F	3	2	18.07
WL19  	32	999	F	4	2	19.54
WL19  	32	999	F	5	2	21.87
WL19  	32	999	F	6	2	26.33
WL19  	32	999	F	7	2	30.79
WL19  	32	999	F	8	2	35.25
WL19  	32	999	M	N	2	15.16
WL19  	32	999	M	P	2	13.65
WL19  	32	999	M	R	2	12.13
WL19  	32	999	M	S	2	21.2
WL19  	32	999	M	T	2	19.08
WL19  	32	999	M	U	2	16.96
WL19  	32	999	M	1	2	16.96
WL19  	32	999	M	2	2	18.81
WL19  	32	999	M	3	2	20.66
WL19  	32	999	M	4	2	22.52
WL19  	32	999	M	5	2	24.78
WL19  	32	999	M	6	2	31.08
WL19  	32	999	M	7	2	37.38
WL19  	32	999	M	8	2	43.68
WL19  	33	999	F	N	1	17.56
WL19  	33	999	F	P	1	15.8
WL19  	33	999	F	R	1	14.05
WL19  	33	999	F	S	1	23.55
WL19  	33	999	F	T	1	21.19
WL19  	33	999	F	U	1	18.84
WL19  	33	999	F	1	1	19.1
WL19  	33	999	F	2	1	20.62
WL19  	33	999	F	3	1	22.13
WL19  	33	999	F	4	1	23.65
WL19  	33	999	F	5	1	26.57
WL19  	33	999	F	6	1	31.26
WL19  	33	999	F	7	1	35.94
WL19  	33	999	F	8	1	40.62
WL19  	33	999	M	N	1	19.11
WL19  	33	999	M	P	1	17.2
WL19  	33	999	M	R	1	15.29
WL19  	33	999	M	S	1	25.87
WL19  	33	999	M	T	1	23.28
WL19  	33	999	M	U	1	20.7
WL19  	33	999	M	1	1	20.97
WL19  	33	999	M	2	1	22.87
WL19  	33	999	M	3	1	24.78
WL19  	33	999	M	4	1	26.68
WL19  	33	999	M	5	1	29.58
WL19  	33	999	M	6	1	36.12
WL19  	33	999	M	7	1	42.67
WL19  	33	999	M	8	1	49.22
WL19  	33	999	F	N	2	14.03
WL19  	33	999	F	P	2	12.63
WL19  	33	999	F	R	2	11.22
WL19  	33	999	F	S	2	19.55
WL19  	33	999	F	T	2	17.59
WL19  	33	999	F	U	2	15.64
WL19  	33	999	F	1	2	15.57
WL19  	33	999	F	2	2	17.09
WL19  	33	999	F	3	2	18.6
WL19  	33	999	F	4	2	20.12
WL19  	33	999	F	5	2	22.57
WL19  	33	999	F	6	2	27.26
WL19  	33	999	F	7	2	31.94
WL19  	33	999	F	8	2	36.62
WL19  	33	999	M	N	2	15.58
WL19  	33	999	M	P	2	14.02
WL19  	33	999	M	R	2	12.47
WL19  	33	999	M	S	2	21.86
WL19  	33	999	M	T	2	19.67
WL19  	33	999	M	U	2	17.49
WL19  	33	999	M	1	2	17.44
WL19  	33	999	M	2	2	19.34
WL19  	33	999	M	3	2	21.25
WL19  	33	999	M	4	2	23.15
WL19  	33	999	M	5	2	25.57
WL19  	33	999	M	6	2	32.11
WL19  	33	999	M	7	2	38.66
WL19  	33	999	M	8	2	45.21
WL19  	34	999	F	N	1	17.94
WL19  	34	999	F	P	1	16.14
WL19  	34	999	F	R	1	14.35
WL19  	34	999	F	S	1	24.14
WL19  	34	999	F	T	1	21.73
WL19  	34	999	F	U	1	19.31
WL19  	34	999	F	1	1	19.53
WL19  	34	999	F	2	1	21.1
WL19  	34	999	F	3	1	22.67
WL19  	34	999	F	4	1	24.24
WL19  	34	999	F	5	1	27.28
WL19  	34	999	F	6	1	32.19
WL19  	34	999	F	7	1	37.11
WL19  	34	999	F	8	1	42.02
WL19  	34	999	M	N	1	19.53
WL19  	34	999	M	P	1	17.58
WL19  	34	999	M	R	1	15.63
WL19  	34	999	M	S	1	26.53
WL19  	34	999	M	T	1	23.88
WL19  	34	999	M	U	1	21.23
WL19  	34	999	M	1	1	21.44
WL19  	34	999	M	2	1	23.4
WL19  	34	999	M	3	1	25.36
WL19  	34	999	M	4	1	27.32
WL19  	34	999	M	5	1	30.37
WL19  	34	999	M	6	1	37.17
WL19  	34	999	M	7	1	43.98
WL19  	34	999	M	8	1	50.78
WL19  	34	999	F	N	2	14.42
WL19  	34	999	F	P	2	12.98
WL19  	34	999	F	R	2	11.54
WL19  	34	999	F	S	2	20.16
WL19  	34	999	F	T	2	18.14
WL19  	34	999	F	U	2	16.13
WL19  	34	999	F	1	2	16.01
WL19  	34	999	F	2	2	17.58
WL19  	34	999	F	3	2	19.15
WL19  	34	999	F	4	2	20.72
WL19  	34	999	F	5	2	23.3
WL19  	34	999	F	6	2	28.21
WL19  	34	999	F	7	2	33.13
WL19  	34	999	F	8	2	38.04
WL19  	34	999	M	N	2	16.01
WL19  	34	999	M	P	2	14.41
WL19  	34	999	M	R	2	12.81
WL19  	34	999	M	S	2	22.54
WL19  	34	999	M	T	2	20.28
WL19  	34	999	M	U	2	18.03
WL19  	34	999	M	1	2	17.92
WL19  	34	999	M	2	2	19.88
WL19  	34	999	M	3	2	21.84
WL19  	34	999	M	4	2	23.8
WL19  	34	999	M	5	2	26.38
WL19  	34	999	M	6	2	33.18
WL19  	34	999	M	7	2	39.99
WL19  	34	999	M	8	2	46.79
WL19  	35	999	F	N	1	18.33
WL19  	35	999	F	P	1	16.49
WL19  	35	999	F	R	1	14.66
WL19  	35	999	F	S	1	24.75
WL19  	35	999	F	T	1	22.27
WL19  	35	999	F	U	1	19.8
WL19  	35	999	F	1	1	19.97
WL19  	35	999	F	2	1	21.6
WL19  	35	999	F	3	1	23.22
WL19  	35	999	F	4	1	24.85
WL19  	35	999	F	5	1	28.01
WL19  	35	999	F	6	1	33.17
WL19  	35	999	F	7	1	38.32
WL19  	35	999	F	8	1	43.47
WL19  	35	999	M	N	1	19.96
WL19  	35	999	M	P	1	17.97
WL19  	35	999	M	R	1	15.97
WL19  	35	999	M	S	1	27.21
WL19  	35	999	M	T	1	24.49
WL19  	35	999	M	U	1	21.77
WL19  	35	999	M	1	1	21.93
WL19  	35	999	M	2	1	23.94
WL19  	35	999	M	3	1	25.96
WL19  	35	999	M	4	1	27.98
WL19  	35	999	M	5	1	31.19
WL19  	35	999	M	6	1	38.26
WL19  	35	999	M	7	1	45.32
WL19  	35	999	M	8	1	52.39
WL19  	35	999	F	N	2	14.83
WL19  	35	999	F	P	2	13.34
WL19  	35	999	F	R	2	11.86
WL19  	35	999	F	S	2	20.78
WL19  	35	999	F	T	2	18.71
WL19  	35	999	F	U	2	16.63
WL19  	35	999	F	1	2	16.47
WL19  	35	999	F	2	2	18.1
WL19  	35	999	F	3	2	19.72
WL19  	35	999	F	4	2	21.35
WL19  	35	999	F	5	2	24.04
WL19  	35	999	F	6	2	29.2
WL19  	35	999	F	7	2	34.35
WL19  	35	999	F	8	2	39.5
WL19  	35	999	M	N	2	16.46
WL19  	35	999	M	P	2	14.81
WL19  	35	999	M	R	2	13.17
WL19  	35	999	M	S	2	23.23
WL19  	35	999	M	T	2	20.91
WL19  	35	999	M	U	2	18.59
WL19  	35	999	M	1	2	18.43
WL19  	35	999	M	2	2	20.44
WL19  	35	999	M	3	2	22.46
WL19  	35	999	M	4	2	24.48
WL19  	35	999	M	5	2	27.21
WL19  	35	999	M	6	2	34.28
WL19  	35	999	M	7	2	41.34
WL19  	35	999	M	8	2	48.41
WL19  	36	999	F	N	1	18.9
WL19  	36	999	F	P	1	17.01
WL19  	36	999	F	R	1	15.12
WL19  	36	999	F	S	1	25.71
WL19  	36	999	F	T	1	23.14
WL19  	36	999	F	U	1	20.57
WL19  	36	999	F	1	1	20.64
WL19  	36	999	F	2	1	22.39
WL19  	36	999	F	3	1	24.14
WL19  	36	999	F	4	1	25.9
WL19  	36	999	F	5	1	29.11
WL19  	36	999	F	6	1	34.73
WL19  	36	999	F	7	1	40.35
WL19  	36	999	F	8	1	45.96
WL19  	36	999	M	N	1	20.58
WL19  	36	999	M	P	1	18.52
WL19  	36	999	M	R	1	16.47
WL19  	36	999	M	S	1	28.23
WL19  	36	999	M	T	1	25.41
WL19  	36	999	M	U	1	22.59
WL19  	36	999	M	1	1	22.65
WL19  	36	999	M	2	1	24.8
WL19  	36	999	M	3	1	26.95
WL19  	36	999	M	4	1	29.11
WL19  	36	999	M	5	1	32.34
WL19  	36	999	M	6	1	39.88
WL19  	36	999	M	7	1	47.43
WL19  	36	999	M	8	1	54.97
WL19  	36	999	F	N	2	15.38
WL19  	36	999	F	P	2	13.85
WL19  	36	999	F	R	2	12.31
WL19  	36	999	F	S	2	21.72
WL19  	36	999	F	T	2	19.55
WL19  	36	999	F	U	2	17.37
WL19  	36	999	F	1	2	17.12
WL19  	36	999	F	2	2	18.87
WL19  	36	999	F	3	2	20.62
WL19  	36	999	F	4	2	22.38
WL19  	36	999	F	5	2	25.12
WL19  	36	999	F	6	2	30.74
WL19  	36	999	F	7	2	36.36
WL19  	36	999	F	8	2	41.97
WL19  	36	999	M	N	2	17.06
WL19  	36	999	M	P	2	15.35
WL19  	36	999	M	R	2	13.65
WL19  	36	999	M	S	2	24.22
WL19  	36	999	M	T	2	21.8
WL19  	36	999	M	U	2	19.38
WL19  	36	999	M	1	2	19.13
WL19  	36	999	M	2	2	21.28
WL19  	36	999	M	3	2	23.43
WL19  	36	999	M	4	2	25.59
WL19  	36	999	M	5	2	28.33
WL19  	36	999	M	6	2	35.87
WL19  	36	999	M	7	2	43.42
WL19  	36	999	M	8	2	50.96
WL19  	37	999	F	N	1	19.5
WL19  	37	999	F	P	1	17.55
WL19  	37	999	F	R	1	15.6
WL19  	37	999	F	S	1	26.71
WL19  	37	999	F	T	1	24.04
WL19  	37	999	F	U	1	21.37
WL19  	37	999	F	1	1	21.35
WL19  	37	999	F	2	1	23.23
WL19  	37	999	F	3	1	25.12
WL19  	37	999	F	4	1	27.0
WL19  	37	999	F	5	1	30.26
WL19  	37	999	F	6	1	36.37
WL19  	37	999	F	7	1	42.48
WL19  	37	999	F	8	1	48.59
WL19  	37	999	M	N	1	21.22
WL19  	37	999	M	P	1	19.1
WL19  	37	999	M	R	1	16.98
WL19  	37	999	M	S	1	29.29
WL19  	37	999	M	T	1	26.36
WL19  	37	999	M	U	1	23.43
WL19  	37	999	M	1	1	23.4
WL19  	37	999	M	2	1	25.69
WL19  	37	999	M	3	1	27.98
WL19  	37	999	M	4	1	30.28
WL19  	37	999	M	5	1	33.54
WL19  	37	999	M	6	1	41.58
WL19  	37	999	M	7	1	49.63
WL19  	37	999	M	8	1	57.67
WL19  	37	999	F	N	2	15.96
WL19  	37	999	F	P	2	14.37
WL19  	37	999	F	R	2	12.77
WL19  	37	999	F	S	2	22.69
WL19  	37	999	F	T	2	20.42
WL19  	37	999	F	U	2	18.15
WL19  	37	999	F	1	2	17.81
WL19  	37	999	F	2	2	19.69
WL19  	37	999	F	3	2	21.58
WL19  	37	999	F	4	2	23.46
WL19  	37	999	F	5	2	26.24
WL19  	37	999	F	6	2	32.35
WL19  	37	999	F	7	2	38.46
WL19  	37	999	F	8	2	44.57
WL19  	37	999	M	N	2	17.68
WL19  	37	999	M	P	2	15.91
WL19  	37	999	M	R	2	14.14
WL19  	37	999	M	S	2	25.25
WL19  	37	999	M	T	2	22.73
WL19  	37	999	M	U	2	20.2
WL19  	37	999	M	1	2	19.86
WL19  	37	999	M	2	2	22.15
WL19  	37	999	M	3	2	24.44
WL19  	37	999	M	4	2	26.74
WL19  	37	999	M	5	2	29.5
WL19  	37	999	M	6	2	37.54
WL19  	37	999	M	7	2	45.59
WL19  	37	999	M	8	2	53.63
WL19  	38	999	F	N	1	20.11
WL19  	38	999	F	P	1	18.1
WL19  	38	999	F	R	1	16.09
WL19  	38	999	F	S	1	27.76
WL19  	38	999	F	T	1	24.98
WL19  	38	999	F	U	1	22.21
WL19  	38	999	F	1	1	22.06
WL19  	38	999	F	2	1	24.09
WL19  	38	999	F	3	1	26.12
WL19  	38	999	F	4	1	28.14
WL19  	38	999	F	5	1	31.46
WL19  	38	999	F	6	1	38.1
WL19  	38	999	F	7	1	44.74
WL19  	38	999	F	8	1	51.37
WL19  	38	999	M	N	1	21.87
WL19  	38	999	M	P	1	19.69
WL19  	38	999	M	R	1	17.5
WL19  	38	999	M	S	1	30.39
WL19  	38	999	M	T	1	27.35
WL19  	38	999	M	U	1	24.31
WL19  	38	999	M	1	1	24.16
WL19  	38	999	M	2	1	26.6
WL19  	38	999	M	3	1	29.04
WL19  	38	999	M	4	1	31.48
WL19  	38	999	M	5	1	34.78
WL19  	38	999	M	6	1	43.36
WL19  	38	999	M	7	1	51.93
WL19  	38	999	M	8	1	60.51
WL19  	38	999	F	N	2	16.56
WL19  	38	999	F	P	2	14.91
WL19  	38	999	F	R	2	13.25
WL19  	38	999	F	S	2	23.71
WL19  	38	999	F	T	2	21.34
WL19  	38	999	F	U	2	18.97
WL19  	38	999	F	1	2	18.51
WL19  	38	999	F	2	2	20.54
WL19  	38	999	F	3	2	22.57
WL19  	38	999	F	4	2	24.59
WL19  	38	999	F	5	2	27.41
WL19  	38	999	F	6	2	34.05
WL19  	38	999	F	7	2	40.69
WL19  	38	999	F	8	2	47.32
WL19  	38	999	M	N	2	18.32
WL19  	38	999	M	P	2	16.49
WL19  	38	999	M	R	2	14.66
WL19  	38	999	M	S	2	26.33
WL19  	38	999	M	T	2	23.7
WL19  	38	999	M	U	2	21.06
WL19  	38	999	M	1	2	20.61
WL19  	38	999	M	2	2	23.05
WL19  	38	999	M	3	2	25.49
WL19  	38	999	M	4	2	27.93
WL19  	38	999	M	5	2	30.72
WL19  	38	999	M	6	2	39.3
WL19  	38	999	M	7	2	47.87
WL19  	38	999	M	8	2	56.45
WL19  	39	999	F	N	1	20.75
WL19  	39	999	F	P	1	18.67
WL19  	39	999	F	R	1	16.6
WL19  	39	999	F	S	1	28.84
WL19  	39	999	F	T	1	25.96
WL19  	39	999	F	U	1	23.07
WL19  	39	999	F	1	1	22.82
WL19  	39	999	F	2	1	24.99
WL19  	39	999	F	3	1	27.17
WL19  	39	999	F	4	1	29.35
WL19  	39	999	F	5	1	32.7
WL19  	39	999	F	6	1	39.9
WL19  	39	999	F	7	1	47.1
WL19  	39	999	F	8	1	54.29
WL19  	39	999	M	N	1	22.55
WL19  	39	999	M	P	1	20.3
WL19  	39	999	M	R	1	18.04
WL19  	39	999	M	S	1	31.53
WL19  	39	999	M	T	1	28.38
WL19  	39	999	M	U	1	25.23
WL19  	39	999	M	1	1	24.96
WL19  	39	999	M	2	1	27.56
WL19  	39	999	M	3	1	30.15
WL19  	39	999	M	4	1	32.75
WL19  	39	999	M	5	1	36.07
WL19  	39	999	M	6	1	45.2
WL19  	39	999	M	7	1	54.34
WL19  	39	999	M	8	1	63.47
WL19  	39	999	F	N	2	17.18
WL19  	39	999	F	P	2	15.47
WL19  	39	999	F	R	2	13.75
WL19  	39	999	F	S	2	24.77
WL19  	39	999	F	T	2	22.29
WL19  	39	999	F	U	2	19.82
WL19  	39	999	F	1	2	19.25
WL19  	39	999	F	2	2	21.42
WL19  	39	999	F	3	2	23.6
WL19  	39	999	F	4	2	25.78
WL19  	39	999	F	5	2	28.63
WL19  	39	999	F	6	2	35.83
WL19  	39	999	F	7	2	43.03
WL19  	39	999	F	8	2	50.22
WL19  	39	999	M	N	2	18.99
WL19  	39	999	M	P	2	17.09
WL19  	39	999	M	R	2	15.19
WL19  	39	999	M	S	2	27.45
WL19  	39	999	M	T	2	24.7
WL19  	39	999	M	U	2	21.96
WL19  	39	999	M	1	2	21.4
WL19  	39	999	M	2	2	24.0
WL19  	39	999	M	3	2	26.59
WL19  	39	999	M	4	2	29.19
WL19  	39	999	M	5	2	31.99
WL19  	39	999	M	6	2	41.12
WL19  	39	999	M	7	2	50.26
WL19  	39	999	M	8	2	59.39
WL19  	40	999	F	N	1	21.4
WL19  	40	999	F	P	1	19.26
WL19  	40	999	F	R	1	17.12
WL19  	40	999	F	S	1	29.97
WL19  	40	999	F	T	1	26.97
WL19  	40	999	F	U	1	23.97
WL19  	40	999	F	1	1	23.59
WL19  	40	999	F	2	1	25.92
WL19  	40	999	F	3	1	28.25
WL19  	40	999	F	4	1	30.59
WL19  	40	999	F	5	1	34.0
WL19  	40	999	F	6	1	41.79
WL19  	40	999	F	7	1	49.58
WL19  	40	999	F	8	1	57.38
WL19  	40	999	M	N	1	23.25
WL19  	40	999	M	P	1	20.93
WL19  	40	999	M	R	1	18.6
WL19  	40	999	M	S	1	32.71
WL19  	40	999	M	T	1	29.44
WL19  	40	999	M	U	1	26.17
WL19  	40	999	M	1	1	25.78
WL19  	40	999	M	2	1	28.54
WL19  	40	999	M	3	1	31.3
WL19  	40	999	M	4	1	34.06
WL19  	40	999	M	5	1	37.4
WL19  	40	999	M	6	1	47.12
WL19  	40	999	M	7	1	56.85
WL19  	40	999	M	8	1	66.57
WL19  	40	999	F	N	2	17.83
WL19  	40	999	F	P	2	16.05
WL19  	40	999	F	R	2	14.27
WL19  	40	999	F	S	2	25.88
WL19  	40	999	F	T	2	23.29
WL19  	40	999	F	U	2	20.71
WL19  	40	999	F	1	2	20.02
WL19  	40	999	F	2	2	22.35
WL19  	40	999	F	3	2	24.68
WL19  	40	999	F	4	2	27.02
WL19  	40	999	F	5	2	29.91
WL19  	40	999	F	6	2	37.7
WL19  	40	999	F	7	2	45.49
WL19  	40	999	F	8	2	53.29
WL19  	40	999	M	N	2	19.68
WL19  	40	999	M	P	2	17.71
WL19  	40	999	M	R	2	15.74
WL19  	40	999	M	S	2	28.62
WL19  	40	999	M	T	2	25.75
WL19  	40	999	M	U	2	22.89
WL19  	40	999	M	1	2	22.21
WL19  	40	999	M	2	2	24.97
WL19  	40	999	M	3	2	27.73
WL19  	40	999	M	4	2	30.49
WL19  	40	999	M	5	2	33.31
WL19  	40	999	M	6	2	43.03
WL19  	40	999	M	7	2	52.76
WL19  	40	999	M	8	2	62.48
WL19  	41	999	F	N	1	22.08
WL19  	41	999	F	P	1	19.87
WL19  	41	999	F	R	1	17.66
WL19  	41	999	F	S	1	31.13
WL19  	41	999	F	T	1	28.02
WL19  	41	999	F	U	1	24.91
WL19  	41	999	F	1	1	24.39
WL19  	41	999	F	2	1	26.89
WL19  	41	999	F	3	1	29.39
WL19  	41	999	F	4	1	31.89
WL19  	41	999	F	5	1	35.34
WL19  	41	999	F	6	1	43.76
WL19  	41	999	F	7	1	52.19
WL19  	41	999	F	8	1	60.61
WL19  	41	999	M	N	1	23.97
WL19  	41	999	M	P	1	21.57
WL19  	41	999	M	R	1	19.18
WL19  	41	999	M	S	1	33.94
WL19  	41	999	M	T	1	30.55
WL19  	41	999	M	U	1	27.15
WL19  	41	999	M	1	1	26.63
WL19  	41	999	M	2	1	29.56
WL19  	41	999	M	3	1	32.5
WL19  	41	999	M	4	1	35.43
WL19  	41	999	M	5	1	38.78
WL19  	41	999	M	6	1	49.13
WL19  	41	999	M	7	1	59.48
WL19  	41	999	M	8	1	69.83
WL19  	41	999	F	N	2	18.5
WL19  	41	999	F	P	2	16.65
WL19  	41	999	F	R	2	14.8
WL19  	41	999	F	S	2	27.04
WL19  	41	999	F	T	2	24.34
WL19  	41	999	F	U	2	21.63
WL19  	41	999	F	1	2	20.81
WL19  	41	999	F	2	2	23.31
WL19  	41	999	F	3	2	25.81
WL19  	41	999	F	4	2	28.31
WL19  	41	999	F	5	2	31.25
WL19  	41	999	F	6	2	39.67
WL19  	41	999	F	7	2	48.1
WL19  	41	999	F	8	2	56.52
WL19  	41	999	M	N	2	20.39
WL19  	41	999	M	P	2	18.35
WL19  	41	999	M	R	2	16.31
WL19  	41	999	M	S	2	29.83
WL19  	41	999	M	T	2	26.85
WL19  	41	999	M	U	2	23.87
WL19  	41	999	M	1	2	23.05
WL19  	41	999	M	2	2	25.98
WL19  	41	999	M	3	2	28.92
WL19  	41	999	M	4	2	31.85
WL19  	41	999	M	5	2	34.67
WL19  	41	999	M	6	2	45.02
WL19  	41	999	M	7	2	55.37
WL19  	41	999	M	8	2	65.72
WL19  	42	999	F	N	1	22.77
WL19  	42	999	F	P	1	20.49
WL19  	42	999	F	R	1	18.22
WL19  	42	999	F	S	1	32.35
WL19  	42	999	F	T	1	29.11
WL19  	42	999	F	U	1	25.88
WL19  	42	999	F	1	1	25.21
WL19  	42	999	F	2	1	27.89
WL19  	42	999	F	3	1	30.56
WL19  	42	999	F	4	1	33.23
WL19  	42	999	F	5	1	36.74
WL19  	42	999	F	6	1	45.84
WL19  	42	999	F	7	1	54.94
WL19  	42	999	F	8	1	64.04
WL19  	42	999	M	N	1	24.71
WL19  	42	999	M	P	1	22.24
WL19  	42	999	M	R	1	19.77
WL19  	42	999	M	S	1	35.21
WL19  	42	999	M	T	1	31.69
WL19  	42	999	M	U	1	28.17
WL19  	42	999	M	1	1	27.5
WL19  	42	999	M	2	1	30.62
WL19  	42	999	M	3	1	33.73
WL19  	42	999	M	4	1	36.84
WL19  	42	999	M	5	1	40.21
WL19  	42	999	M	6	1	51.22
WL19  	42	999	M	7	1	62.23
WL19  	42	999	M	8	1	73.24
WL19  	42	999	F	N	2	19.2
WL19  	42	999	F	P	2	17.28
WL19  	42	999	F	R	2	15.36
WL19  	42	999	F	S	2	28.25
WL19  	42	999	F	T	2	25.43
WL19  	42	999	F	U	2	22.6
WL19  	42	999	F	1	2	21.64
WL19  	42	999	F	2	2	24.32
WL19  	42	999	F	3	2	26.99
WL19  	42	999	F	4	2	29.66
WL19  	42	999	F	5	2	32.64
WL19  	42	999	F	6	2	41.74
WL19  	42	999	F	7	2	50.84
WL19  	42	999	F	8	2	59.94
WL19  	42	999	M	N	2	21.13
WL19  	42	999	M	P	2	19.02
WL19  	42	999	M	R	2	16.91
WL19  	42	999	M	S	2	31.1
WL19  	42	999	M	T	2	27.99
WL19  	42	999	M	U	2	24.88
WL19  	42	999	M	1	2	23.92
WL19  	42	999	M	2	2	27.04
WL19  	42	999	M	3	2	30.15
WL19  	42	999	M	4	2	33.26
WL19  	42	999	M	5	2	36.1
WL19  	42	999	M	6	2	47.11
WL19  	42	999	M	7	2	58.12
WL19  	42	999	M	8	2	69.13
WL19  	43	999	F	N	1	23.49
WL19  	43	999	F	P	1	21.14
WL19  	43	999	F	R	1	18.79
WL19  	43	999	F	S	1	33.61
WL19  	43	999	F	T	1	30.25
WL19  	43	999	F	U	1	26.89
WL19  	43	999	F	1	1	26.07
WL19  	43	999	F	2	1	28.93
WL19  	43	999	F	3	1	31.78
WL19  	43	999	F	4	1	34.64
WL19  	43	999	F	5	1	38.19
WL19  	43	999	F	6	1	48.01
WL19  	43	999	F	7	1	57.82
WL19  	43	999	F	8	1	67.64
WL19  	43	999	M	N	1	25.48
WL19  	43	999	M	P	1	22.93
WL19  	43	999	M	R	1	20.38
WL19  	43	999	M	S	1	36.53
WL19  	43	999	M	T	1	32.88
WL19  	43	999	M	U	1	29.23
WL19  	43	999	M	1	1	28.41
WL19  	43	999	M	2	1	31.72
WL19  	43	999	M	3	1	35.02
WL19  	43	999	M	4	1	38.32
WL19  	43	999	M	5	1	41.7
WL19  	43	999	M	6	1	53.4
WL19  	43	999	M	7	1	65.1
WL19  	43	999	M	8	1	76.8
WL19  	43	999	F	N	2	19.92
WL19  	43	999	F	P	2	17.93
WL19  	43	999	F	R	2	15.94
WL19  	43	999	F	S	2	29.52
WL19  	43	999	F	T	2	26.57
WL19  	43	999	F	U	2	23.62
WL19  	43	999	F	1	2	22.5
WL19  	43	999	F	2	2	25.36
WL19  	43	999	F	3	2	28.21
WL19  	43	999	F	4	2	31.07
WL19  	43	999	F	5	2	34.1
WL19  	43	999	F	6	2	43.92
WL19  	43	999	F	7	2	53.73
WL19  	43	999	F	8	2	63.55
WL19  	43	999	M	N	2	21.9
WL19  	43	999	M	P	2	19.71
WL19  	43	999	M	R	2	17.52
WL19  	43	999	M	S	2	32.43
WL19  	43	999	M	T	2	29.18
WL19  	43	999	M	U	2	25.94
WL19  	43	999	M	1	2	24.83
WL19  	43	999	M	2	2	28.14
WL19  	43	999	M	3	2	31.44
WL19  	43	999	M	4	2	34.74
WL19  	43	999	M	5	2	37.6
WL19  	43	999	M	6	2	49.3
WL19  	43	999	M	7	2	61.0
WL19  	43	999	M	8	2	72.7
WL19  	44	999	F	N	1	24.23
WL19  	44	999	F	P	1	21.81
WL19  	44	999	F	R	1	19.38
WL19  	44	999	F	S	1	34.92
WL19  	44	999	F	T	1	31.43
WL19  	44	999	F	U	1	27.94
WL19  	44	999	F	1	1	26.96
WL19  	44	999	F	2	1	30.0
WL19  	44	999	F	3	1	33.05
